,k,distance,seed,silhouette,davies_bouldin,adjusted_rand_score,homogeneity_completeness_v_measure,sum_of_squared_error
k4_cosine_seed45,4,cosine,45,0.2021104683211536,1.856016679896778,-0.013481861806756562,"(np.float64(0.1169580834053923), np.float64(0.023765434897353378), np.float64(0.03950384058633708))",1938.9089492744276
k4_cosine_seed50,4,cosine,50,0.23566847004181804,1.806258028044693,0.012925825655365038,"(np.float64(0.15974785262812416), np.float64(0.02934641994913175), np.float64(0.04958402499770703))",1896.9964873666627
k4_cosine_seed55,4,cosine,55,0.22942967228542283,1.7042587102755298,-0.01740343312206962,"(np.float64(0.12244840995106097), np.float64(0.022147076397690396), np.float64(0.03750980557471985))",1780.820634207556
k4_cosine_seed60,4,cosine,60,0.23649219438005448,1.718074954275349,-0.01812067613649714,"(np.float64(0.13141806242983575), np.float64(0.02465013058988146), np.float64(0.041513550430552874))",1680.4286892035266
k4_cosine_seed65,4,cosine,65,0.21175566332128,1.9162252795040962,0.025005802932436066,"(np.float64(0.11919052819924941), np.float64(0.021092003143551568), np.float64(0.035841483203876506))",1877.2338686888238
k5_L1_seed20,5,L1,20,0.27765360240025283,1.4457332548045891,-0.0031544774840975426,"(np.float64(0.10600424808353417), np.float64(0.016268636259122973), np.float64(0.02820812747264541))",1153.6107216783553
k5_L1_seed25,5,L1,25,0.2754353174675507,1.5627445752116702,0.0072513260860275885,"(np.float64(0.18315160318551085), np.float64(0.029880197355607162), np.float64(0.05137830159889793))",1238.3150615221853
k5_L1_seed30,5,L1,30,0.24041849619679084,1.6442848299433694,-0.00416024435545653,"(np.float64(0.12877054867924098), np.float64(0.024307323046252653), np.float64(0.040895098557451805))",1361.004407912107
k5_L1_seed35,5,L1,35,0.23842039154849914,1.6330636544523505,-0.020793220472813803,"(np.float64(0.12605064512987338), np.float64(0.02339828576083652), np.float64(0.03946992457568545))",1331.766450441804
k5_L1_seed40,5,L1,40,0.2610318997177618,1.5633889128196095,-0.01633149269966536,"(np.float64(0.14442682349976735), np.float64(0.023453357454267618), np.float64(0.04035370820158804))",1232.9109587182259
k5_L1_seed45,5,L1,45,0.2693339609405163,1.482970694100974,-0.018506292151240264,"(np.float64(0.07641388351258956), np.float64(0.012699058591614876), np.float64(0.02177875314237717))",1222.8628172163978
k5_L1_seed50,5,L1,50,0.267550962244602,1.478979279333798,-0.01661535526344246,"(np.float64(0.0725971715211856), np.float64(0.012097137923535882), np.float64(0.020738536095475723))",1226.267738158827
k5_L1_seed55,5,L1,55,0.27446474399321874,1.4311403340797157,-0.0011384868526372687,"(np.float64(0.08908299807468062), np.float64(0.013889934288041616), np.float64(0.024032664915872467))",1175.9676229663505
k5_L1_seed60,5,L1,60,0.27765360240025283,1.4457332548045891,-0.0031544774840975426,"(np.float64(0.10600424808353416), np.float64(0.01626863625912297), np.float64(0.02820812747264541))",1153.6107216783553
k5_L1_seed65,5,L1,65,0.2584545082374523,1.5341456047556086,-0.01904949722933462,"(np.float64(0.06303023590836711), np.float64(0.01088817329585552), np.float64(0.018568693207476443))",1255.3600717422735
k5_L2_seed20,5,L2,20,0.2693657263348114,1.4269828132024753,0.008756925502923497,"(np.float64(0.1444826690456483), np.float64(0.02204992454111711), np.float64(0.038260761828535224))",1156.745417415163
k5_L2_seed25,5,L2,25,0.26803327172126545,1.6726645649681948,0.02290355583290425,"(np.float64(0.17410551779946887), np.float64(0.03083753310210582), np.float64(0.052394893554882103))",1294.3618852247896
k5_L2_seed30,5,L2,30,0.2508606163935427,1.4851065120171438,-0.008687537214022985,"(np.float64(0.16346073903252317), np.float64(0.026143473044168156), np.float64(0.0450773891346681))",1216.8784387645967
k5_L2_seed35,5,L2,35,0.25817426509563635,1.6182538045544699,0.0025440670087190395,"(np.float64(0.13313795872996398), np.float64(0.01949503702582363), np.float64(0.0340100700000158))",1292.0384262838213
k5_L2_seed40,5,L2,40,0.2634626468423541,1.4091371508636445,0.014126375273792402,"(np.float64(0.11845376423001848), np.float64(0.018962811521586187), np.float64(0.0326920736138343))",1189.9317488395773
k5_L2_seed45,5,L2,45,0.26682918780382936,1.4876845908361789,0.01284013214164347,"(np.float64(0.13682764229351455), np.float64(0.021608686133413102), np.float64(0.03732307616632404))",1183.03317589253
k5_L2_seed50,5,L2,50,0.2667085095046974,1.484832798461629,-0.01398617754313725,"(np.float64(0.035046932259868345), np.float64(0.005906850606724149), np.float64(0.010109786134159289))",1245.1776919658957
k5_L2_seed55,5,L2,55,0.2653378588120157,1.374635942181536,0.01594689458422802,"(np.float64(0.11290798733158167), np.float64(0.018547054142782862), np.float64(0.03186048295606625))",1215.6151273627308
k5_L2_seed60,5,L2,60,0.27896559522401193,1.4329794626538437,-0.018891733764361516,"(np.float64(0.06010957279797177), np.float64(0.010153251771321956), np.float64(0.017372134702114714))",1202.0048774084917
k5_L2_seed65,5,L2,65,0.26504660222885107,1.4531616043307625,-0.010622383169309597,"(np.float64(0.17004045006844606), np.float64(0.026665131124401577), np.float64(0.046100887123097435))",1193.2436250973128
k5_cosine_seed20,5,cosine,20,0.2546261633655207,1.5688763152172087,0.00669476277929695,"(np.float64(0.12119224357108685), np.float64(0.01809714251007804), np.float64(0.031491750588146544))",1284.315889110526
k5_cosine_seed25,5,cosine,25,0.2722059843583232,1.5762298402781418,0.0170142059123007,"(np.float64(0.18134689224790904), np.float64(0.030982997855105603), np.float64(0.05292397006206767))",1277.820093356543
k5_cosine_seed30,5,cosine,30,0.26271177676966384,1.5096061712059075,-0.016150008196986115,"(np.float64(0.0631934258166852), np.float64(0.010517732818013489), np.float64(0.018033947122952254))",1228.4364535241011
k5_cosine_seed35,5,cosine,35,0.2623414739792292,1.5160594263998388,0.017843968077103856,"(np.float64(0.13819986552286506), np.float64(0.021203906907355987), np.float64(0.03676672187214037))",1201.5685870088048
k5_cosine_seed40,5,cosine,40,0.2784658206290764,1.6891332712408236,0.00017964253760879313,"(np.float64(0.184863064428464), np.float64(0.028680964775831902), np.float64(0.04965768473116791))",1220.8730966455328
k5_cosine_seed45,5,cosine,45,0.2658524049311976,1.3748373104155764,0.015720620949513,"(np.float64(0.1123923342520891), np.float64(0.018454679460186772), np.float64(0.031703658242677644))",1215.651098762807
k5_cosine_seed50,5,cosine,50,0.24348874909336288,1.5513145457459694,-0.029991888477712333,"(np.float64(0.05757378494936224), np.float64(0.01188375258487304), np.float64(0.019701032890078282))",1369.3451676571287
k5_cosine_seed55,5,cosine,55,0.27886496229977664,1.6162742425425793,0.003605052143872056,"(np.float64(0.182738907747944), np.float64(0.028785292393542616), np.float64(0.04973608587275294))",1232.1167933094516
k5_cosine_seed60,5,cosine,60,0.26242335941204686,1.7349652769982327,-0.0005095405363567014,"(np.float64(0.17524196139282763), np.float64(0.026555473390386573), np.float64(0.046121827541025624))",1236.2085492714332
k5_cosine_seed65,5,cosine,65,0.26630868925954027,1.4855393886093793,-0.007441703299558045,"(np.float64(0.10644938455759129), np.float64(0.01911709703512958), np.float64(0.03241315975576824))",1241.4691449535358
